Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Investment Stage,Description,Regions,Founded Date,Founded Date Precision,Website,LinkedIn,Number of Portfolio Organizations,Number of Lead Investments,Number of Exits (IPO)
Great Zeal Crypto Rewards,https://www.crunchbase.com/organization/great-zeal-crypto-rewards,"Entrepreneurship Program, Fund Of Funds, Investment Bank, Pension Funds",,,"London, England, United Kingdom","Crowdfunding, Early Stage Venture, Grant, Venture",Invest your money and get double rewards within 24hrs short of breath.,"Europe, Middle East, and Africa (EMEA)",2010-02-28,day,,,,,
Kent Investors Network,https://www.crunchbase.com/organization/kent-investors-network,Angel Group,,,"Kent, Kent, United Kingdom",Early Stage Venture,KIN invests in EIS qualified companies to help them achieve successful growth for the businesses over three or four years until exit.,"Europe, Middle East, and Africa (EMEA)",,,https://www.kentinvestorsnetwork.co.uk/,,,,
British African Business Alliance,https://www.crunchbase.com/organization/british-african-business-alliance,"Micro VC, Venture Capital",,,"East Grinstead, West Sussex, United Kingdom",,"They have special expertise in networking, business development, investment and funding, as well as social and community development.","Europe, Middle East, and Africa (EMEA)",2010-01-01,year,http://www.britishafrican.org/,https://www.linkedin.com/company/british-african-business-alliance-ltd,,,
Beer & Partners,https://www.crunchbase.com/organization/beer-partners,Angel Group,,,"London, England, United Kingdom",,Beer & Partners is a business angel network.,"Europe, Middle East, and Africa (EMEA)",1991-01-01,year,http://www.beerandpartners.com/,https://www.linkedin.com/company/beer-&-partners,,,
ASOS & Wayra UK Accelerator Programme,https://www.crunchbase.com/organization/asos-wayra-uk-accelerator-programme,Accelerator,,,"London, England, United Kingdom",Seed,In search of the world's most innovative fashion technology startups,"Europe, Middle East, and Africa (EMEA)",2016-01-01,year,http://wayra.co.uk/asos/,https://www.linkedin.com/company/wayra-uk,,,
Pivotal Innovations,https://www.crunchbase.com/organization/pivotal-innovations,Accelerator,,,"London, England, United Kingdom",,Pivotal Innovations provides custom-designed accelerator and innovation programs to corporations and government organizations.,"Europe, Middle East, and Africa (EMEA)",2013-01-01,year,http://pivotalinnovations.com,http://www.linkedin.com/company/pivotal-innovations,,,
Oxford Accelerator,https://www.crunchbase.com/organization/oxford-accelerator,Accelerator,,,"Cumnor, Oxfordshire, United Kingdom","Debt, Early Stage Venture, Non Equity Assistance, Seed","We help you on every step of the way from vision to venture, turning bright ideas into successful, funded companies","Europe, Middle East, and Africa (EMEA)",2014-01-01,year,http://www.oxfordaccelerator.com,https://www.linkedin.com/in/felix-hamer-92331452,,,
Idea Alive,https://www.crunchbase.com/organization/idea-alive,Accelerator,,,"London, England, United Kingdom",,Idea Alive provide seed or early-stage and 10 week accelerator programme for digital companies.,"Europe, Middle East, and Africa (EMEA)",,,http://www.ideaalive.co.uk,,,,
Outlier Ventures | Base Camp 3,https://www.crunchbase.com/organization/outlier-ventures-base-camp-3,Accelerator,,,"London, England, United Kingdom",,"Outlier Ventures | Base Camp 3 is a 3-month acceleration program, offering office space, legal, and back-office support.","Europe, Middle East, and Africa (EMEA)",2014-01-01,year,https://outlierventures.io/base-camp/,https://www.linkedin.com/company/outlierventures,,,
INTERPUBLICATIONS LTD,https://www.crunchbase.com/organization/interpublications,Incubator,,,"Wakefield, Wakefield, United Kingdom",,INTERPUBLICATIONS LTD is an international company that develops communication and marketing strategies.,"Europe, Middle East, and Africa (EMEA)",2013-03-01,month,http://www.interpublications.com,https://www.linkedin.com/company/interpublications,,,
Centre for Fashion Enterprise (CFE),https://www.crunchbase.com/organization/centre-for-fashion-enterprise-cfe,Incubator,,,"London, England, United Kingdom",,CFE is London’s pioneering strategic business development initiative that incubates & develops emerging designer in fashion sector.,"Europe, Middle East, and Africa (EMEA)",2003-01-01,year,http://www.fashion-enterprise.com,https://www.linkedin.com/company/2196433,,,
FORWARD Accelerator,https://www.crunchbase.com/organization/forward-accelerator-2d68,"Accelerator, Co-Working Space",,,"Birmingham, Birmingham, United Kingdom",,FORWARD Accelerator offers a 6-month accelerator program aimed at helping startups scale up and grow their business.,"Europe, Middle East, and Africa (EMEA)",2019-03-20,day,http://www.birminghamenterprisecommunity.co.uk/forward-programme/,https://www.linkedin.com/company/bhamenterprise,,,
Zero Start Ventures,https://www.crunchbase.com/organization/zero-start-ventures,"Micro VC, Venture Capital",,,"London, England, United Kingdom",,Zero Start Ventures (ZSV) offer a breath of fresh air for the new internet & mobile application entrepreneur of today.,"Europe, Middle East, and Africa (EMEA)",,,http://zerostartventures.com,,,,
Angels4LifeSciences (A4LS),https://www.crunchbase.com/organization/angels4lifesciences-a4ls,Accelerator,,,"London, England, United Kingdom",,Angels4LifeSciences (A4LS) was established in 2012 to help overcome the perceived challenges of investing in early-stage life sciences,"Europe, Middle East, and Africa (EMEA)",2012-01-01,year,http://www.a4ls.com,,,,
Edtech Incubator,https://www.crunchbase.com/organization/edtech-incubator,Accelerator,,,"London, England, United Kingdom",,Helping to build Britain's edtech ecosystem and support educators/startups develop scalable ideas & ventures,"Europe, Middle East, and Africa (EMEA)",,,http://www.edtechincubator.com/,,,,
Fusehunt,https://www.crunchbase.com/organization/fusehunt,Accelerator,,,"London, England, United Kingdom",,Fusehunt is a Strategy-led Design Accelerator to create Scaleups.,"Europe, Middle East, and Africa (EMEA)",2016-01-01,year,http://www.fusehunt.com/,https://www.linkedin.com/company/11055203/,,,
Oxford,https://www.crunchbase.com/organization/oxford-llp,Accelerator,,,"Oxford, Oxfordshire, United Kingdom",,Oxford,"Europe, Middle East, and Africa (EMEA)",,,http://www.oxfordview.org/,,,,
Billion Buyers,https://www.crunchbase.com/organization/billion-buyers,"Accelerator, Entrepreneurship Program, Incubator",,,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture",Your bridge to India's Start Up Ecosystem,"Europe, Middle East, and Africa (EMEA)",2018-02-01,day,http://billionbuyers.com,https://www.linkedin.com/company/18097985,,,
BGTA,https://www.crunchbase.com/organization/bgta,Accelerator,,,"London, England, United Kingdom",Venture," BGTA has an open innovation network gathering world class investors, technology companies, academic organisations and government agencies.","Europe, Middle East, and Africa (EMEA)",2017-01-01,year,https://www.bbdaccelerator.com,,,,
lite.,https://www.crunchbase.com/organization/lite-8032,"Private Equity Firm, Syndicate, Venture Capital",,,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Venture",Venture & growth stage investment firm,"Europe, Middle East, and Africa (EMEA)",2024-01-01,year,https://www.lite.capital,https://www.linkedin.com/company/lite-eu/,,,
online assignment help,https://www.crunchbase.com/organization/online-assignment-help-79eb,Co-Working Space,,,"London, England, United Kingdom",Private Equity,My name is Cameron Green and I work as a professional content writer.,"Europe, Middle East, and Africa (EMEA)",2000-06-24,day,https://www.assignmenthelppro.com/uk/,,,,
EyA Incubator,https://www.crunchbase.com/organization/eya-incubator,Incubator,,,"Rainham, Medway, United Kingdom","Early Stage Venture, Seed","Universal Asset Sciences launched EyA Incubator to provide key support, advice and services to startups developing on our platform.","Europe, Middle East, and Africa (EMEA)",2021-06-01,day,https://everyasset.com/eya-incubator,,,,
Serendip Incubator,https://www.crunchbase.com/organization/serendip-incubator,Incubator,,,"Birmingham, Birmingham, United Kingdom",,The Serendip Incubator is an incredible opportunity to accelerate the growth of your tech or digital start-up.,"Europe, Middle East, and Africa (EMEA)",1982-01-01,year,https://www.innovationbham.com,https://www.linkedin.com/company/birmingham-science-park-aston,,,
Hustlehack,https://www.crunchbase.com/organization/hustlehack,Accelerator,,,"London, England, United Kingdom",,HustleHack is an experimentation led pre-startup accelerator for idea stage entrepreneurs.,"Europe, Middle East, and Africa (EMEA)",2014-01-01,year,http://www.hustlehack.com/,https://www.linkedin.com/company/hustlehack/,,,
Dotforge Health + Data Accelerator,https://www.crunchbase.com/organization/dotforge-health-data-accelerator,Accelerator,,,"Manchester, Manchester, United Kingdom",Seed,"Dotforge Health + Data is powering innovative startups to offer patients, clinicians, GPs and health workers time saving applications.","Europe, Middle East, and Africa (EMEA)",2012-01-01,year,http://www.dotforge.com/healthcare.html,,,,
TCI Pathway Ltd ( Business Growth Solutions),https://www.crunchbase.com/organization/tci-pathway-ltd-business-growth-solutions,Angel Group,,,"Birmingham, Birmingham, United Kingdom",Grant,"Angel investment and business support organisations based in Birmingham, UK. Founded by Safaraz Ali","Europe, Middle East, and Africa (EMEA)",2015-09-30,day,http://tcipathway.co.uk,https://www.linkedin.com/company/tci-pathway-ltd/,,,
Phoenix GBA Ventures,https://www.crunchbase.com/organization/phoenix-gba-ventures,"Accelerator, Corporate Venture Capital, Incubator",,,"London, England, United Kingdom","Debt, Late Stage Venture, Private Equity, Venture","Phoenix GBA Ventures (PGBAV) is an investment arm of Phoenix GBA®™. We incubate, fund and accelerate the growth of lifestyle companies.","Europe, Middle East, and Africa (EMEA)",,,http://www.phoenixgba.com/,,,,
Intelligent Mobility Accelerator,https://www.crunchbase.com/organization/intelligent-mobility-accelerator,"Accelerator, Corporate Venture Capital",,,"London, England, United Kingdom",Seed,The Intelligent Mobility Accelerator seeks start-ups to lead a transport revolution powered by the Transport Systems Catapult and Wayra UK.,"Europe, Middle East, and Africa (EMEA)",2012-01-01,year,https://www.wayra.co.uk/programs/intelligent-mobility,https://www.linkedin.com/company/wayra-uk,,,
IDEALondon,https://www.crunchbase.com/organization/idealondon-2,Accelerator,,,"London, England, United Kingdom",,"IDEALondon is an innovation center providing tailored support, strategic acceleration programs, and high-caliber mentors.","Europe, Middle East, and Africa (EMEA)",2013-01-01,year,http://idea-london.co.uk/,http://www.linkedin.com/company/idealondon,,,
NCSC Cyber Accelerator,https://www.crunchbase.com/organization/ncsc-cyber-accelerator,Accelerator,,,"London, England, United Kingdom",,The NCSC Cyber Accelerator Develops the UK’s Cyber Security Ecosystem through accelerating innovative start-ups.,"Europe, Middle East, and Africa (EMEA)",2017-01-01,year,https://www.wayra.co.uk/programs/ncsc-cyber-accelerator,https://www.linkedin.com/company/wayra-uk,,,
The Collective Growth Fund,https://www.crunchbase.com/organization/the-collective-growth-fund,Incubator,,,"London, England, United Kingdom",Seed,"The Collective Growth Fund provides entrepreneurs with access to expertise in the property, retail, design & food & beverage industries.","Europe, Middle East, and Africa (EMEA)",2015-01-01,year,https://www.thecollective.co.uk/grow/growth-fund,https://www.linkedin.com/company/the-collective---growth-fund,,,
Funding Planet,https://www.crunchbase.com/organization/funding-planet,Micro VC,,,"London, England, United Kingdom",,Funding Planet is an online platform connecting talented entrepreneurs to angel investors looking for interesting opportunities.,"Europe, Middle East, and Africa (EMEA)",2012-03-01,day,http://www.fundingplanet.com,http://www.linkedin.com/company/funding-planet,,,
The Catalyst Centre,https://www.crunchbase.com/organization/southampton-science-park-catalyst-centre,Incubator,,,"Southampton, Southampton, United Kingdom",,The Catalyst Centre is a new initiative being developed by Southampton Science Park in association with SETsquared.,"Europe, Middle East, and Africa (EMEA)",,,http://www.catalystcentre.co.uk/,https://www.linkedin.com/company/ussp-catalyst,,,
F6S R&D Money Back,https://www.crunchbase.com/organization/f6s-r-d-money-back,Accelerator,,,"City Of London, Essex, United Kingdom",,"F6S R&D Money Back helps businesses turn money they spend on employee salaries, subcontractors, hardware and software, and more into cash.","Europe, Middle East, and Africa (EMEA)",2011-01-01,year,https://www.f6s.com/rd-tax-credits-explained,https://www.linkedin.com/company/f6s,,,
Playhubs,https://www.crunchbase.com/organization/playhubs-london,"Co-Working Space, Incubator",,,"London, England, United Kingdom",,Playhubs London Co-working space for the games industry and incubator for gamedev startups.,"Europe, Middle East, and Africa (EMEA)",2014-01-01,year,http://playhubs.com/,https://www.linkedin.com/company-beta/9177077/,,,
KNOLL Capital Group Ltd.,https://www.crunchbase.com/organization/knoll-capital-group-ltd,"Angel Group, Syndicate",,,"Birmingham, Birmingham, United Kingdom","Crowdfunding, Early Stage Venture, Seed",Financial Holding Company – for all daughter companies related to the brand INOPTEC (DE/UK/IE),"Europe, Middle East, and Africa (EMEA)",2011-08-08,day,https://knollcapitalgroup.com/,https://www.linkedin.com/company/knollcapitalgroup/,,,
The London City Incubator,https://www.crunchbase.com/organization/the-london-city-incubator,Accelerator,,,"London, England, United Kingdom",,The London City Incubator helps and support the commercialisation of new ideas and technologies from City University London.,"Europe, Middle East, and Africa (EMEA)",1894-01-01,year,https://www.city.ac.uk/research/research-and-enterprise/getting-started/city-schemes/london-city-incubator,https://www.linkedin.com/company/city-university-london,,,
Bricks and Bread,https://www.crunchbase.com/organization/bricks-and-bread,Incubator,,,"Tywardreath, Cornwall, United Kingdom",,"A business incubator hub where people meet, work and share knowledge, to make it easier for people to live, work and build sustainably.","Europe, Middle East, and Africa (EMEA)",2009-01-01,year,http://www.bricksandbread.com/,http://www.linkedin.com/company/507484,,,
DiverseCode,https://www.crunchbase.com/organization/diversecode-2,Accelerator,,,"London, England, United Kingdom",,"Diverse Code is an accelerator, whose mission is to support early stage tech startups,","Europe, Middle East, and Africa (EMEA)",,,http://diversecodeaccelerator.com/,https://www.linkedin.com/company/diverse-code,,,
Startupbootcamp Mobile,https://www.crunchbase.com/organization/startupbootcamp-mobile,Accelerator,,,"London, England, United Kingdom",,Startupbootcamp Mobile in Copenhagen works with startups focusing on mobile devices and related technologies & solutions.,"Europe, Middle East, and Africa (EMEA)",,,https://www.startupbootcamp.org/startupbootcamp-mobile-2015-demo-day/,,,,
EVinvest,https://www.crunchbase.com/organization/evinvest,"Angel Group, Micro VC",,,"London, England, United Kingdom","Early Stage Venture, Seed",Investment company based in London focused on early-stage Fintech companies.,"Europe, Middle East, and Africa (EMEA)",2018-08-10,day,https://www.evinvest.co.uk,https://www.linkedin.com/company/evinvest,,,
Nuwave Ventures,https://www.crunchbase.com/organization/nuwave-ventures,Accelerator,,,"London, England, United Kingdom",Grant,"Nuwave Ventures offers funding, mentorship, and expertise to help tech startups grow.","Europe, Middle East, and Africa (EMEA)",,,https://www.nuwavevc.com,,,,
The UK Launchpad,https://www.crunchbase.com/organization/uk-launchpad,Accelerator,,,"London, England, United Kingdom",Late Stage Venture,Launchpad,"Europe, Middle East, and Africa (EMEA)",2018-08-01,day,http://www.uklaunchpad.com,https://www.linkedin.com/company/arora-digital/,,,
XOS Capital Ltd,https://www.crunchbase.com/organization/xos-capital-ltd,"Micro VC, Venture Capital",,,"London, England, United Kingdom",,Venture Capital - Start-up - Funding,"Europe, Middle East, and Africa (EMEA)",2009-01-01,year,http://www.xoscapital.com,,,,
Hustle Accelerator,https://www.crunchbase.com/organization/hustle-accelerator,Accelerator,,,"London, England, United Kingdom",,Hustle Accelerator is an outcome-focused creative agency that makes and grows user-focused digital products.,"Europe, Middle East, and Africa (EMEA)",2011-01-01,year,https://www.f6s.com/hustleaccelerator/about,https://www.linkedin.com/company/f6s,,,
C&P Capital LLP,https://www.crunchbase.com/organization/c-p-capital-llp,Angel Group,,,"Cobham, Surrey, United Kingdom",,C & P Capital LLP (C&P) is an early-stage tech investment firm.,"Europe, Middle East, and Africa (EMEA)",,,,,,,
Keethik,https://www.crunchbase.com/organization/keethik,"Accelerator, Corporate Venture Capital",,,"London, England, United Kingdom","Early Stage Venture, Seed",Tech investment arm of Admilia Holding,"Europe, Middle East, and Africa (EMEA)",2013-12-01,month,,,,,
GLEDHOW INVESTMENTS PLC,https://www.crunchbase.com/organization/gledhow-investments-plc,Incubator,,,"London, England, United Kingdom",Seed,GLEDHOW INVESTMENTS PLC is an investment firm that specialized in lending to small businesses.,"Europe, Middle East, and Africa (EMEA)",1999-01-01,year,http://www.gledhowinvestments.com,,,,
